"address","name","online_order","book_table","rate","votes","location","rest_type","dish_liked","cuisines","approx_cost.for.two.people.","reviews_list","menu_item","Casual Dining","Quick Bites","Cafe","Bar","Delivery","Dessert","Pub","Fine Dining","North India","Chinese","Continental","Fast Food","South India","Biryani","Beverage","Italian"
"77, 50 Ft Road, Hanumathnagara, Banashankari, Bangalore","New Indraprasta","0","0","NEW",0,"Banashankari","Quick Bites","","South Indian, Beverages",150,"[]","[]",0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"12, Banashankari, Bangalore","Bitez","0","0","NEW",0,"Banashankari","Quick Bites","","Fast Food",100,"[('Rated 1.0', ""RATED\n  Not a good place. Overrated items. I ordered potato twister which was half baked and over priced. Not good ambience also. I don't recommend u this place for sure."")]","[]",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Shop 9, East Anjanaiya Temple Street, Gandhi Bazar, Basavanagudi, Bangalore","Right Pizza","1","0","NEW",0,"Basavanagudi","Quick Bites","","Pizza",300,"[]","[]",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Byatarayanapura, Opposite-Gali Anjaneya Temple, Mysore Road, Bengaluru","Pallavi Bar & Restaurant","0","0","NEW",0,"Mysore Road","Casual Dining, Bar","","North Indian, South Indian, Chinese",550,"[]","[]",1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
"27/1, East Anjaneya Temple street, Basavanagudi, Bangalore","Sticke2Waffles","0","0","NEW",0,"Basavanagudi","Quick Bites","","South Indian, Fast Food",100,"[]","[]",0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"T.R., Mill Circle, Basavanagudi, Bangalore","Ambur Dum Biriyani","0","0","NEW",0,"Basavanagudi","Quick Bites","","Biryani",160,"[]","[]",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"23, Basavanagudi, Bangalore","Food Plaza","0","0","NEW",0,"Basavanagudi","Quick Bites","","South Indian, North Indian, Chinese",150,"[('Rated 3.0', 'RATED\n  A fairly new place to eat, on the Bull Temple Road. The food out here is decent. Worth the price.\n\nTheir breakfast was good. Had idlis, which were nicely made. Their Sambhar has a tinge of garlic, which I personally didn\'t like that much. Coconut chutney was decent.\n\nCoffee needs more ""dum"" in it. Though it\'s manageable.\n\nEvenings they serve the usual chats. Need to try and figure out how it is.')]","[]",0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
"Amoolya, 1st Floor, 24th Main, 6th Phase, JP Nagar, Bangalore","Crave Bit Cafe","0","0","NEW",0,"JP Nagar","Cafe","","Cafe",600,"[('Rated 5.0', 'RATED\n  ItÃ\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x92s a really good place  Just as the name suggests, a wonderful place I heard about this place many times and I finally got a chance to visit'), ('Rated 5.0', 'RATED\n  I had been wanting to visit this place for a long time and finally got a chance to visit it.  A good place to grab some snacks and drinks in the evening'), ('Rated 5.0', 'RATED\n  I have been to this place many times and there are some dishes are really good.  I had been wanting to visit this place for a long time and finally got a chance to visit it.'), ('Rated 5.0', 'RATED\n  By far.....\n\nA must eat for me on a weekly basis at least. Great food and good ambiance very good. Must try Restaurant.  Loved the pizza. It was fresh and was clearly made with a lot of love and care.'), ('Rated 5.0', 'RATED\n  Great food and good ambiance. I liked peri peri chicken steak the most. Pizzas are also very good.Staff are very good. Must try Restaurant. Shall visit again')]","[]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2, Hill Crest, House Of Hiranandani, Akshayanagar, Bannerghatta Road, Bangalore","Cafe Conico","0","0","NEW",0,"Bannerghatta Road","Cafe","","Cafe, Beverages",600,"[('Rated 5.0', 'RATED\n  Been here many times. Food-4/5, ambience-5/5, staff-5/5. I loved the lemon tea, it has become my favourite. Pocket friendly. Should visit if in surrounding area.')]","[]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Vega City Mall, Bannerghatta Road, Bangalore","Me N U","0","0","NEW",0,"Bannerghatta Road","Quick Bites","","Finger Food, Wraps, Cafe, Continental, Healthy Food",500,"[('Rated 5.0', 'RATED\n  This place has the best stuffed paneer, chicken and churros in town with friendly staff, great service and amazing ambience! A must visit for sure if you stay close by!'), ('Rated 5.0', 'RATED\n  Amazing place to find delicious food with good ambience and reasonable price\nMost try the churros which is the best with the homemade chocolate syrup ??'), ('Rated 5.0', 'RATED\n  Totally loved the food very different and tasty food with a good service definitely will visit the place again dessert was amazing should definitely go if you guys are near vega city mall :)'), ('Rated 4.0', 'RATED\n  Visited this place very recently and had the churros. They were very well made and were extremely soft on the inside and crispy on the outside. Definitely a must visit place if you are in Vega city mall')]","[]",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"97, Wilson Garden Housing Society, 7th Phase, JP Nagar, Bangalore","Cafe Zuppa","1","0","NEW",0,"JP Nagar","Cafe","","Cafe, Pizza, Fast Food",450,"[('Rated 2.0', ""RATED\n  The pizza tastes good but the quantity showed in the picture and given is totally opposite. The layer of the Pizza including topping was so thin. I would never recommend this cafe if u are a foodie. U'll be disappointed for sure. It's not worth the money!!!""), ('Rated 5.0', 'RATED\n  I had been to this place. Tried new varieties of pizza, one can get authentic taste of italian food at reasonable price here. Good place to take family too. Must try.')]","['Caesar Salad', 'Greek Salad', 'Italian Salad', 'Watermelon and Feta Cheese Salad', 'French Fries', 'Cheese Balls', 'Sun Dried Four Cheese Croquettes', 'Potato Wedges', 'Garlic Bread', 'Mixed Veggie Burger', 'Mushroom Burger', 'La Pizza Margherita [10-11 inches]', 'Pomodori El Sole Pizza [10-11 inches]', 'Casa Fattoria Pizza [10-11 inches]', 'Crema Verdure Pizza [10-11 inches]', 'La Pizza Messicano [10-11 inches]', 'Mais e Funghi Pizza [10-11 inches]', 'Sapore Indio Pizza [10-11 inches]', 'Spinaci e Fiocchi Pizza [10-11 inches]', 'Genova Pizza [10-11 inches]', 'Fungo Selvatico Pizza [10-11 inches]', 'Saltati Patata Pizza [10-11 inches]', 'Pizza Indiano [10-11 inches]', 'Alfredo Sauce Pasta', 'Pink Sauce Pasta', 'Pesto Sauce Pasta', 'Arrabbiata Sauce Pasta', 'Pineapple Pastry', 'Orange Pastry']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Amoolya, 1st Floor, 24th Main, 6th Phase, JP Nagar, Bangalore","Crave Bit Cafe","0","0","NEW",0,"JP Nagar","Cafe","","Cafe",600,"[('Rated 5.0', 'RATED\n  ItÃ\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x92s a really good place  Just as the name suggests, a wonderful place I heard about this place many times and I finally got a chance to visit'), ('Rated 5.0', 'RATED\n  I had been wanting to visit this place for a long time and finally got a chance to visit it.  A good place to grab some snacks and drinks in the evening'), ('Rated 5.0', 'RATED\n  I have been to this place many times and there are some dishes are really good.  I had been wanting to visit this place for a long time and finally got a chance to visit it.'), ('Rated 5.0', 'RATED\n  By far.....\n\nA must eat for me on a weekly basis at least. Great food and good ambiance very good. Must try Restaurant.  Loved the pizza. It was fresh and was clearly made with a lot of love and care.'), ('Rated 5.0', 'RATED\n  Great food and good ambiance. I liked peri peri chicken steak the most. Pizzas are also very good.Staff are very good. Must try Restaurant. Shall visit again')]","[]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"24, 6th-A Cross, 16th Main, BTM 2nd Stage, BTM, Bangalore","Poha House","1","0","NEW",0,"BTM","Quick Bites","","Maharashtrian",200,"[('Rated 5.0', ""RATED\n  Their poha are very nice in taste... I would suggest to eat hot only... Bdw keep it up guys. Don't make any changes. A little bit lemon in poha would be an added advantage.""), ('Rated 5.0', 'RATED\n  I had ordered paneer bhurji poha and the packing was really in a nice way.. It was so tasty and yummmmmm.... I would really recommend to try paneer bhurji poha.')]","['Plain Poha', 'Vegetable Poha', 'Plain Poha', 'Aloo Masala Poha', 'Chilli Poha', 'Jain Poha', 'Matar Masala Poha', 'Vegetable Poha', 'Paneer Bhurji Poha', 'Achari Poha', 'Egg Bhurji Poha', 'Egg Chilli Poha']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19th Cross, 7th Main, Near Alliance University, NS Palya, 2nd Stage, BTM, Bangalore","Bathinda Tandoor","1","0","NEW",0,"BTM","Quick Bites","","North Indian",300,"[('Rated 3.0', 'RATED\n  Ordered Chicken thali online. Got 3 tandoori rotis, rice, dal and aloo sabzi. Rotis were freshly cooked and nicely packed, chicken was delicious and was in optimum quantity. Aloo sabzi was not good, was sour and hard. Onions were not fresh at all. Overall good food at low cost.'), ('Rated 5.0', ""RATED\n  I just had my dinner with my friends, it's pretty cool place to chit chat and share food with friends.\nQuantity and quality is awesome.\nFriendly staff as well ?.\nGreat value for money.""), ('Rated 5.0', 'RATED\n  It was very good experience. Food was very tasty. Paneer butter masala was awesome. They keep playing the Punjabi musics which refresh mind . Must try.'), ('Rated 5.0', 'RATED\n  The food is awesome. I am new to Bangalore and was searching authentic north Indian food. I ordered both veg and non-veg, both tasted awesome. I just suggest them add spoons with the take away orders. I will definitely suggest this place with my friends.'), ('Rated 1.0', ""RATED\n  Worst food I never seen any where that kind of food and third class taste and huge rates don't order anyone in this restaurant pls 420 hotel""), ('Rated 5.0', 'RATED\n  Great quality at a reasonable price and Good service , beautifull decoration , North Indian feel neat&clean restaurant . I would like to come again. ?'), ('Rated 5.0', 'RATED\n  Butter chicken ? ahha... with butter naan.. mouth watering it was.. dint expect so good service from a new restaurant in the area... best thing- economical, quick and friendly.'), ('Rated 5.0', 'RATED\n  looking frwd to tell everyone abt thr food... it was simplyyy tooo tooooo toooooo9 yummmmyyyy..\nlove to visittt thr again n again...\nits really affordable for an average middle class student aswell as working ppl.....'), ('Rated 5.0', 'RATED\n  New but amazing restaurant. A must try, I to loved it ? chicken Tikka was just so yummy... Ambienc is different and unique with friendly staff and quick service.'), ('Rated 5.0', 'RATED\n  Hunting for an accurate taste of Punjab?????\nNow this is the place for it?...It has become my go to restaurant for most of the days ??Do not forget to try Makki Di Roti n Sarso Da Saag...'), ('Rated 5.0', 'RATED\n  Best place for authentic Punjabi food. Must visit if you are craving those butter paneer, dal makkhani and naan. Very homely feel with the ambience and taste')]","['Dry Sabji with 3 Tandoori Roti Meal', 'Dry Sabji with 4 Phulka Meal', 'Veg Office Meal', 'Butter Paneer meal with tandoori roti', 'Butter Paneer meal with Phulka', 'Kadai Paneer Meal with Tandoori Rotis', 'Kadai Paneer Meal with Phulka', 'Chicken Sabji Meal with Tandoori Roti', 'Chicken Sabji with 4 Phulka Meal', 'Chicken Sabji Meal with Tandoori Roti and Rice', 'Chicken Sabji Meal with Phulka', 'Butter Chicken Meal with Tandoori Roti', 'Butter Chicken Masala with 4 Phulka Meal', 'Kadai Chicken Meal with Tandoori Roti', 'Kadai Chicken Meal with Phulka', 'Bhatinda Paneer Thali', 'Bhatinda Chicken Thali', 'Hariyali Paneer Tikka [6 Pieces]', 'Stuffed Paneer Tikka [6 Pieces]', 'Paneer Tikka [6 Pieces]', 'Achari Paneer Tikka [6 Pieces]', 'Mushroom Tikka', 'Mushroom Kurkure', 'Paneer 65', 'Paneer Chilli', 'Honey Chilli Potato', 'Honey Chilli Gobi', 'Gobi Pakoda', 'Paneer Pakoda [6 Pieces]', 'Mixed Pakoda', 'Gobi Manchurian', 'Soya Malai Chaap [6 Pieces]', 'Hariyali Kabab [6 Pieces]', 'Potato Finger', 'Veg Seekh Kabab [6 Pieces]', 'Dahi k Sholey [6 Pieces]', 'Achari Soya Chaap [6 Pieces]', 'Tandoori Soya Chaap [6 Pieces]', 'Hariyali Chicken Tikka [6 Pieces]', 'Achari Chicken Tikka [6 Pieces]', 'Chicken Tikka [6 Pieces]', 'Chicken Malai Tikka [6 Pieces]', 'Stuffed Tangdi Kabab [3 Pieces]', 'Tangdi Kabab [3 Pieces]', 'Tandoori Chicken [4 Pieces]', 'Chilli Chicken', 'Ginger Chicken', 'Honey Garlic Chicken', 'Lemon Chicken', 'Chicken Pakoda [4 Pieces]', 'Chicken Lollipop [4 Pieces]', 'Chicken 65', 'Chicken Seekh Kabab [6 Pieces]', 'Fish Tikka [6 Pieces]', 'Fish 65 [6 Pieces]', 'Fish Chilli', 'Sarson Da Saag', 'Paneer Malai Methi', 'Punjabi Paneer', 'Paneer Butter Masala', 'Paneer Bhurji', 'Kadai Paneer', 'Palak Paneer', 'Matar Paneer', 'Dal Makhani', 'Dal Tadka', 'Dal Fry', 'Rajma', 'Kadhi Pakoda', 'Malai Kofta', 'Palak Kofta', 'Chana Masala', 'Jeera Aloo', 'Aloo Matar', 'Aloo Gobi', 'Gobi Masala', 'Mixed Veg', 'Mushroom Do Pyaza', 'Shahi Paneer', 'Paneer Patiala', 'Egg Curry', 'Punjabi Chicken', 'Saag Chicken', 'Butter Chicken', 'Chicken Malai Methi', 'Kadai Chicken', 'Lemon Chicken Curry', 'Rara Chicken', 'Handi Chicken', 'Chicken Masala', 'Chicken Lababdar', 'Palak Chicken', 'Chicken Curry', 'Chicken Tariwala', 'Fish Curry', 'Fish Masala', 'Amritsari Kulcha with Chole', 'Butter Naan', 'Garlic Naan', 'Makke Di Roti', 'Punjabi Missi Roti', 'Tandoori Roti', 'Tandoori Roti with Butter', 'Plain Naan', 'Phulka', 'Phulka with Butter', 'Laccha Paratha', 'Paneer Paratha', 'Mixed Paratha', 'Aloo Paratha', 'Onion Paratha', 'Gobi Paratha', 'Plain Paratha', 'Egg Paratha', 'Chicken Paratha', 'Veg Pulao', 'Ghee Rice', 'Jeera Rice', 'Basmati Plain Rice', 'Punjabi Veg Biryani', 'Punjabi Paneer Biryani', 'Punjabi Egg Biryani', 'Punjabi Chicken Biryani', 'Veg Fried Rice', 'Paneer Fried Rice', 'Egg Fried Rice', 'Chicken Fried Rice', 'Mixed Raita', 'Boondi Raita', 'Green Salad', 'Curd', 'Roasted Papad', 'Masala Papad', 'Desi Ghee Churi', 'Sponge Rasgulle [2 Pieces]', 'Gulab Jamun [2 Pieces]', 'Gajar Da Halwa', 'Lassi', 'Buttermilk', 'Fresh Lime Water', 'Fresh Lime Soda', 'Tea', 'Coffee']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"15, Bannerghatta Main Road, JP Nagar, Bangalore","Le Arabia","1","0","NEW",0,"JP Nagar","Casual Dining","Chicken Biryani","North Indian, Mughlai",600,"[('Rated 4.0', ""RATED\n  Very good Arabian style restaurant and very awesome food and it's verities are approachable.\nWe usually go here for official lunch, also with a very good ambiance. Do visit here""), ('Rated 4.0', 'RATED\n  Great ambiance and some great food but not the Arabian cuisine though. Rest, the food, service and ambiance is really good! Would recommend this place for some good food in and around J P Nagar'), ('Rated 3.0', 'RATED\n  Can this really be called an Arabian restaurant? No. The menu is mostly filled with typical Indian/Mughlai and Chinese dishes, and the Arabian share is limited to some barbecues. Honestly I was pretty disappointed with their barbecues. It was undercooked and missed the fire character. Though the marination was good, it tasted raw. Surprised that they served Rumali Roti as the side for barbecue instead of Kubboos or any Arabic bread, and the roti was hard and rubbery, inedible. Restaurants like Zaitoon and Fattoush serve absolutely delicious barbecues, even Empire would be a better choice. On the other hand, prawns were delicious and soft like silk.\n\nAmbience is great. Neatly and tastefully done interiors. Pretty good for large groups and families. Service is very good too.'), ('Rated 5.0', 'RATED\n  If you have a craving for Middle Eastern delicacies, now your taste buds would find a justification at Least Arabia. Superb interiors and courteous attendants. The foods are great, specially, the Arabian Shawarma, Nawab Chicken and Irani Kebab are a must try.')]","['Le Arabia Special Ice cream', 'Perfite Ice cream', 'Le Arabia Special Jaaku Milk Shake', 'Arabic Shawarma Roll [3 Pieces]', 'Crispy Chicken', 'Tandoori Chicken [Half]', 'Chicken Fried Rice Chilli Chicken Combo', 'Minestrone Soup', 'Cream of Tomato Soup', 'Cream of Mushroom Soup', 'Cream of Vegetable Soup', 'Sweet Corn Veg Soup', 'Spicy Mushroom Soup', 'Tom Yum Ja Soup', 'Manchow Soup', 'Vegetable Clear Soup', 'Hot and Sour Veg Soup', 'Veg Mangolian Soup', 'Cream of Chicken Soup', 'Sweet Corn Chicken Soup', 'Spicy Chicken Soup', 'Tom Yum Goong Soup', 'Lemon Coriander Chicken Soup', 'Hot and Sour Chicken Soup', 'Chicken Mongolian Soup', 'Hot and Sour Mutton Soup', 'Spicy Mutton Soup', 'Cream of Mutton Soup', 'Hot and Sour Manchow Soup', 'Manchow Soup', 'Lemon Coriander Seafood Soup', 'Waldorf Salad', 'Tex Mex Salad', 'Green Salad', 'Tomato Onion Salad', 'Kachumbar Salad', 'Lemony Seafood Salad', 'Tandoori Chicken', 'Chicken Tikka', 'Chicken Reshmi Kebab', 'Afghani Chicken', 'Tangdi Kebab', 'Paneer Tikka', 'Paneer Chandni Tikka', 'Paneer Chilly Dry', 'Bullet Shot', 'Dawat Le Arabia', 'Gobi Schezwan', 'Gobi Peking', 'American Corn Salt and Pepper', 'Crispy Chilli Baby Corn', 'Veg Momo', 'Crispy Paneer', 'Chicken Kebab', 'Chicken Salt and Pepper', 'Chicken Lollipop', 'Pan Fried Chicken', 'Chicken Momo', 'Crispy Chicken', 'Mutton Malabar Fry', 'Fish and Chips', 'Fish Nilgiri', 'Pan Fried Fish', 'Prawns Salt and Pepper', 'Pan Fried Prawns', 'Paneer Makhani', 'Paneer Methi Tamatar', 'Paneer Kolhapuri', 'Paneer Kadai', 'Paneer Makai Masala', 'Paneer Kali Mirchi', 'Paneer Nawabi', 'Paneer Chatpata', 'Mushroom Butter Masala', 'Mushroom Palak', 'Mushroom Kolhapuri', 'Mushroom Methi', 'Mushroom Kadai', 'Mushroom Nawabi', 'Mushroom Chatpata', 'Methi Matar Malai', 'Kofta Bemisal', 'Dal Fry', 'Dal Tadka', 'Dal Makhani', 'Mixed Vegetable Curry', 'Mixed Vegetable Kadai', 'Egg Bhurji', 'Egg Curry', 'Omlette Masala', 'Omlette Pepper Masala', 'Chicken Curry', 'Chicken Kolhapuri', 'Chicken Lababdar', 'Chicken Makhani', 'Kadhai Chicken', 'Chicken Pepper Masala', 'Chicken Palak', 'Chicken Methi Tamatar', 'Chicken Mughlai', 'Chicken Do Pyaza', 'Chicken Bharta', 'Chicken Nawabi', 'Chicken Diwan', 'Chicken Rara Masala', 'Chicken Chettinad', 'Chicken Lajeez Masala', 'Spicy Chicken', 'Chicken Varutharachath', 'Mutton Kolhapuri', 'Kadhai Mutton', 'Mutton Palak', 'Mutton Curry', 'Mutton Rogan Josh', 'Mutton Korma', 'Prawns Masala', 'Gobi Chilly', 'Gobi Manchurian', 'Gobi Schezwan', 'Gobi Sweet Garlic', 'Hot Garlic Gobi', 'Hot Garlic Paneer', 'Paneer Manchurian', 'Paneer Schezwan', 'Paneer Sweet Garlic', 'Paneer Chilly', 'Corn and Paneer in Red Oil', 'Kung Pao Vegetables', 'Potatoes Hot Garlic', 'Chilly Chicken', 'Singapore Chicken', 'Chicken Manchurian', 'Chicken Schezwan', 'Ginger Chicken', 'Lemon Chicken', 'Dragon Chicken', 'Shredded Chicken with Honey and Oyster', 'Chicken Hot Garlic', 'Chicken White Garlic', 'Chicken Tomato Mushroom', 'Kung Pao Chicken', 'Devils Fish', 'Mandarin Fish', 'Fish Chilly', 'Fish Chilly Lime', 'Fish Manchurian', 'Devils Prawns', 'Butter Garlic Prawns', 'Prawns Olive Garlic', 'Prawn Chilly', 'Prawn Manchurian', 'Peri Peri Chicken', 'Chicken Mexican Rice', 'Peri Peri Fish', 'Fish Mexican Rice', 'Peri Peri Prawns', 'Prawns Mexican Rice', 'Tandoori Roti', 'Butter Tandoori Roti', 'Plain Naan', 'Butter Naan', 'Garlic Naan', 'Cheese Naan', 'Lachedar Tandoori Paratha', 'Plain Kulcha', 'Masala Stuffed Kulcha', 'Paneer Stuffed Kulcha', 'Aloo Stuffed Kulcha', 'Gobi Stuffed Kulcha', 'Kabuli Naan', 'Chapathi', 'Roomali Roti', 'Kerala Paratha', 'Wheat Paratha', 'Kubz', 'Steamed Rice', 'Ghee Rice', 'Jeera Rice', 'Veg Pulao', 'Peas Pulao', 'Paneer Pulao', 'Veg Vietnamese Rice', 'Veg Fried Rice', 'Veg Schezwan Fried Rice', 'Veg Pan Fried Noodles', 'Veg Hakka Noodles', 'Veg Schezwan Noodles', 'Egg Vietnamese Rice', 'Egg Fried Rice', 'Egg Schezwan Fried Rice', 'Egg Hakka Noodles', 'Egg Schezwan Noodles', 'Chicken Vietnamese Rice', 'Chicken Fried Rice', 'Chicken Schezwan Fried Rice', 'Chicken Pan Fried Noodles', 'Chicken Hakka Noodles', 'Chicken Schezwan Noodles', 'Prawns Vietnamese Rice', 'Prawns Fried Rice', 'Prawns Schezwan Fried Rice', 'Prawns Pan Fried Noodles', 'Prawns Hakka Noodles', 'Prawns Schezwan Noodles', 'Veg Arrabbiatta Pasta', 'Veg Al Olio Pasta', 'Chicken Arrabbiatta Pasta', 'Chicken Al Olio Pasta', 'Fish Al Olio Pasta', 'Seafood Arrabbiatta Pasta', 'Shish Taouk', 'Chicken Spicy Bar Be Que', 'Chicken Pepper Bar Be Que', 'Chicken Al Faham', 'Royal Snack', 'Supreme Meal', 'Family Meal', 'Party Meal', 'French Fries', 'Egg Omelette', 'Egg Chilli', 'Egg Manchurian', 'Roasted Papad', 'Masala Papad', 'Perfite Ice Cream', 'Gudbud Ice Cream', 'Italian Delight Ice Cream', 'Banana Split Ice Cream', 'Chocochip Ice Cream', 'Royal Fruit Salad', 'American Sundae', 'Strawberry Sip Ice Cream', 'Le Arabia Special Falooda', 'Bombay Falooda', 'Chocodad Ice Cream', 'American Sundae', 'Butterscotch Choconut Ice Cream', 'Apple Melbow Ice Cream', 'Bee Hive Ice Cream', 'Sandy Nuts Ice Cream', 'Dilkush Ice Cream', 'Dry Fruit Queen Ice Cream', 'Mango Crunch Ice Cream', 'Litchi Crunch Ice Cream', 'Choco Caramel Ice Cream', 'Jackpot Ice Cream', 'Black Beauty Ice Cream', 'Orange Juice', 'Musambi Juice', 'Grape Juice', 'Pineapple Juice', 'Mango Juice', 'Watermelon Juice', 'Papaya Juice', 'Muskmelon Juice', 'Pomogranate Juice', 'Kiwi Juice', 'Green Mango Juice', 'Cucumber Splash Juice', 'Strawberry Punch Juice', 'Greenade Juice', 'Blue Ocean Juice', 'Purple Punch Juice', 'Mint Guava Juice', 'Red Season Juice', 'Minto Juice', 'Four Season Juice', 'Pineapple Mint Juice', 'Chocolate Sharja Milkshake', 'Special Sharja Milkshake', 'Sharja Milkshake', 'Le Arabia Special Jaaku Milkshake', 'Chikku Milkshake', 'Guava Milkshake', 'Banana Milkshake', 'Apple Milkshake', 'Mango Milkshake', 'Papaya Milkshake', 'Mashmelon Milkshake', 'Dates Milkshake', 'Almond Milkshake', 'Anjeer Milkshake', 'Butterscotch Milkshake', 'Pista Milkshake', 'Kesar Pista Milkshake', 'Choco Crunch Milkshake', 'Oreo Crunch Milkshake', 'Vanilla Milkshake', 'Strawberry Milkshake', 'Mango Milkshake', 'Marymad Milkshake', 'Sweet Lime Juice', 'Salt Lime Juice', 'Lime Juice Sweet with Soda', 'Lime Juice Salt with Soda', 'Lime Mint Juice', 'Ginger Lime Juice', 'Lime Mint with Soda', 'Ginger Lime with Soda', 'Maracco Lime Juice', 'Magic Lime Juice']",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
